id,name,kategorie,autor,version,aktualisiert,eingestellt
19000680,"Zehnder Comfoair CA350/550, Stork und baugleiche",Heizung-Lueftung-Klima,Tobias Renneke (asto),V 0.8,2020-02-10 15:52:56,2016-11-16 22:40:15
19001724,Calculate GPS-Distance (VSE1007),Math. Funktionen,Joe (givemeone),V 1,2020-02-09 20:50:20,2020-02-09 20:50:20
19000270,GPS Routen aus Datenbank aufbauen,Weitere Bausteine,Winfried Winkler (Winni),V 0.2,2020-02-09 20:32:20,2016-09-17 22:14:30
19002024,Adresse aus GPS Daten,Webservice,Winfried Winkler (Winni),V 0.4,2020-02-09 20:28:28,2020-01-16 00:34:03
19000158,ics/CalDAV Ausgabe für Listelement,Datenaustausch,Community KNXUF (KNXUF-Community),V 0.9,2020-02-07 10:58:16,2016-04-08 00:00:00
19001346,SONOS Radiosender,Audio,Tobi (JonDonSponky),V 1.1,2020-02-04 22:31:25,2018-03-06 22:19:57
19001343,Query-Text erzeugen,Textfunktionen,Tobi (JonDonSponky),V 1.1,2020-02-04 22:30:28,2018-01-10 18:46:11
19001340,Sonnenbatterie,Datenaustausch,Tobi (JonDonSponky),V 1.1,2020-02-04 22:28:54,2017-11-04 22:48:05
19001541,Webrequest mit Client-Angabe,HS-Webabfragen,Roy Henning (royrobson),V 0.1,2020-01-28 21:17:59,2020-01-28 21:17:59
19002071,Garagentor Absolute Position,Weitere Bausteine,Lindemann Christopher (FISEChris1337),V 0.1,2020-01-27 11:37:25,2020-01-25 21:13:26
19002070,Dopppelfenster Kontakt Auswertung,Alarmierung,Lindemann Christopher (FISEChris1337),V 0.1,2020-01-25 21:16:47,2020-01-09 23:01:39
19000104,XBMC/KODI Nachricht anzeigen,Home Entertainment,Michael Werski (wintermute),V 0.2,2020-01-22 09:58:54,2016-02-16 00:00:00
19000329,Fertigmeldung mit Aktorsteuerung,Lastmanagement,Michael Werski (wintermute),V 0.4,2020-01-20 21:38:54,2016-08-30 00:08:56
19000156,Unwetterwarnung MeteoGroup,Wetter,Michael Werski (wintermute),V 0.3,2020-01-20 20:35:42,2016-08-25 10:41:44
19001776,ProCon.IP Poolsteuerung Status,Datenaustausch,Michael Werski (wintermute),V 0.1,2020-01-19 16:53:59,2020-01-17 15:16:59
19000978,Neato Botvac,Datenaustausch,Nima Ghassemi (sipiyou),V 0.74,2020-01-13 21:58:56,2018-03-25 18:02:37
19000429,Epson Beamer RS232 via Moxa,Video,Hansjörg Pirpamer (hapi),V,2020-01-12 19:24:40,2020-01-01 14:25:02
19001720,PREG_REPLACE - String durch Regex manipulieren/ersetzen,Textfunktionen,Joe (givemeone),V 1,2020-01-07 18:02:36,2018-12-04 07:57:38
19001873,RGB zu Prozent ( Loxone analog ),Weitere Bausteine,Tobi M. (blaky),V 0.3,2020-01-06 22:08:12,2019-12-22 13:39:18
19002041,Ausgabe abhängig von Eingangswert,Textfunktionen,Sven Anders (SvenA),V 1.1,2020-01-05 22:58:19,2019-11-29 14:38:14
19001148,Dezimalzeit,Zeit-Funktionen,Thorsten Gehrig (ThorstenGehrig),V 0.2,2020-01-05 08:44:36,2018-02-06 09:29:33
19001147,Bereichsprüfung,Vergleicher,Thorsten Gehrig (ThorstenGehrig),V 1.1,2020-01-05 08:08:21,2018-02-06 07:47:42
19001173,SendChangeAfterTime,Filter,Michael Riedmüller (hx5),V 0.4,2020-01-04 17:56:42,2017-09-05 09:54:07
19001125,Verbrauch aus Zählerständen und Impulsen,Zähler,Michael Riedmüller (hx5),V 1.5,2020-01-04 17:48:30,2017-07-03 13:53:51
19000426,Snips Switch (Sprachsteuerung mit Snips),Kommunikation,Hansjörg Pirpamer (hapi),V 20190113,2020-01-01 14:24:10,2018-12-20 14:58:20
19001642,Statistik Verbrauchsdaten,Zähler,Thomas Willi (twi127),V 0.8,2019-12-29 18:05:22,2018-09-18 18:39:22
19001855,RFID-Reader: Berechtigungen Türkommunikation,Türkommunikationusatzbausteine,Maximilian Haase (MaxH),V 1.0,2019-12-20 20:33:50,2019-12-20 20:32:35
19001854,RFID-Reader: Transponder-Identifikation,Türkommunikationusatzbausteine,Maximilian Haase (MaxH),V 1.0,2019-12-20 20:33:45,2019-12-20 20:32:26
19001853,RFID-Reader: Transponderleser-Bestimmung,Türkommunikationusatzbausteine,Maximilian Haase (MaxH),V 1.0,2019-12-20 20:33:40,2019-12-20 20:31:08
19000317,Bedingungstext 5-fach,Auswahlschalter,Winfried Winkler (Winni),V 0.1,2019-12-03 23:44:31,2016-04-11 00:00:00
19000319,Strings verbinden plus 10-fach,Textfunktionen,Winfried Winkler (Winni),V 0.5,2019-12-03 23:37:41,2016-10-05 12:25:28
19000455,Fritzbox Anrufliste Einfügen Lesen Löschen,Kommunikation,Winfried Winkler (Winni),V 0.5,2019-12-02 15:22:00,2016-11-14 22:10:29
19000275,Benzinpreise von Tankerkönig Aufbereitung,HS-Webabfragen,Winfried Winkler (Winni),V 0.3,2019-12-01 23:06:57,2016-07-07 13:01:59
19000332,Min/Max Funktion mit Zeitstempel,Weitere Bausteine,Winfried Winkler (Winni),V 0.3,2019-12-01 23:05:35,2016-04-24 00:00:00
19000331,Werte rauf/runter in Schleife,Weitere Bausteine,Winfried Winkler (Winni),V 0.3,2019-12-01 23:04:46,2016-04-19 00:00:00
19000337,Betriebsstundenzähler,Ohne,Winfried Winkler (Winni),V 0.4,2019-12-01 23:04:02,2016-04-28 00:00:00
19000957,FRITZ!Dect200 multi,Datenaustausch,Winfried Winkler (Winni),V 0.3,2019-12-01 22:56:47,2018-01-01 12:20:58
19002040,=/≠[leer]?,Vergleicher,Sven Anders (SvenA),V 1.0,2019-11-29 14:41:58,2019-11-29 14:41:46
19001540,Wert-Vergleich 8-fach,Vergleicher,Roy Henning (royrobson),V 0.3,2019-11-21 14:14:37,2018-05-06 22:03:55
19001116,JSON Abfrage + Extraktor 16-fach,Webservice,Roy Henning (royrobson),V 0.1,2019-11-16 22:34:31,2019-11-16 22:34:25
19002020,Bildabfragen zur MBID (Music) auf fanart.tv,HS-Webabfragen,Winfried Winkler (Winni),V 0.2,2019-11-10 22:49:13,2019-11-08 20:01:33
19000402,Ermöglich die Auswahl von vordefinierten Radiostationen aus einer Liste.,Audio,Otterstätter (Panzaeron),V 0.5,2019-10-26 10:20:17,2016-10-20 19:40:59
19000824,Russound Source Status Matrix,Home Entertainment,Matthias Quernheim (maque),V 1.0,2019-10-25 13:28:41,2019-01-01 20:14:07
19001436,Homematic Generic Device,Homematic,Nano (Nanosonde),V 0.5,2019-10-25 10:40:54,2018-01-11 21:22:26
19001435,Homematic Event Receiver,Homematic,Nano (Nanosonde),V 0.1,2019-10-25 10:39:08,2018-01-07 23:10:29
19001432,HM-RC-4-3 Funk-Handsender,Ohne,Nano (Nanosonde),V 1.0,2019-10-25 10:37:41,2018-01-05 16:05:03
19001431,"HM-Sec-SCo Tür-Fensterkontakt, optisch",Ohne,Nano (Nanosonde),V 1.0,2019-10-25 10:37:02,2018-01-05 16:03:31
19001224,HMIP-Universal-LBS,Ohne,Nano (Nanosonde),V 1.0,2019-10-25 10:35:58,2018-01-03 16:20:28
19001223,HOMEMATIC-IP-EDOMI-Master,Ohne,Nano (Nanosonde),V 1.0,2019-10-25 10:34:40,2018-01-03 16:06:15
19001222,Sony Bravia Control,Home Entertainment,Nano (Nanosonde),V 0.1,2019-10-25 10:31:55,2018-01-01 14:31:41
19001221,KNX BAOS  for Wolf ISM8 CWL,Heizung-Lueftung-Klima,Nano (Nanosonde),V 0.1,2019-10-25 10:31:35,2017-12-28 16:52:57
19001220,TCP server,Netzwerk,Nano (Nanosonde),V 0.3,2019-10-25 10:31:29,2017-08-08 14:00:25
19001079,MQTT Topic Parser (8x),Textfunktionen,Nano (Nanosonde),V 0.1,2019-10-25 10:31:05,2017-08-04 10:05:15
19001078,MQTT Topic Parser (1x),Textfunktionen,Nano (Nanosonde),V 0.2,2019-10-25 10:31:00,2017-08-03 10:04:44
19001077,String bedingt verbinden,Textfunktionen,Nano (Nanosonde),V 0.1,2019-10-25 10:30:55,2017-07-09 13:44:07
19001076,Webhook (Receive HTTP POST Requests),Webservice,Nano (Nanosonde),V 0.2,2019-10-25 10:30:50,2017-05-22 07:40:54
19001075,JSON Decoder (1x) with KEY,Textfunktionen,Nano (Nanosonde),V 0.1,2019-10-25 10:30:45,2017-05-21 15:19:05
19001074,JSON Decoder (5x) with KEYs,Textfunktionen,Nano (Nanosonde),V 0.1,2019-10-25 10:30:40,2017-05-21 15:18:58
19001073,JSON Decoder (10x) with KEYs,Textfunktionen,Nano (Nanosonde),V 0.1,2019-10-25 10:30:35,2017-05-21 15:18:51
19001072,JSON Decoder (20x) with KEYs,Textfunktionen,Nano (Nanosonde),V 0.1,2019-10-25 10:30:17,2017-05-21 11:22:29
19001779,Farbtemperaturen,DALI und Lichtsteuerung,Michael Werski (wintermute),V 0.2,2019-10-18 01:11:47,2019-10-17 20:45:42
19002010,Auto-Sperre,Zähler,Michael Kolbe (Michael85),V 0.1,2019-10-17 21:57:05,2019-10-17 12:06:17
19000528,luftdaten.info,Wetter,Michael Werski (wintermute),V 0.3,2019-10-14 10:41:13,2017-05-16 15:08:41
19001427,Diagramm Zoom-Pan,Weitere Bausteine,Winfried Winkler (Winni),V 0.2,2019-10-11 07:10:29,2019-10-09 00:48:33
19001778,Dimmkurven,DALI und Lichtsteuerung,Michael Werski (wintermute),V 0.1,2019-09-21 02:36:25,2019-09-21 02:36:25
19001980,Auslesen des aktuellen Zustandes einer Batterie an SolarWorld Suntrol eManager,Weitere Bausteine,Jürgen Wild (Jue),V 1.1,2019-09-19 19:06:49,2019-09-19 17:11:17
19001981,SolarWold Suntrol eManager Daten Vortag,Weitere Bausteine,Jürgen Wild (Jue),V 0.2,2019-09-19 18:13:54,2019-09-19 17:14:20
19001985,Auslesen von Reglern  der Technischen Alternative mit C.M.I-Modul,Weitere Bausteine,Jürgen Wild (Jue),V 0.2,2019-09-19 17:27:30,2019-09-19 17:22:33
19001652,Counter2Changerate,Zähler,SirSydom (SirSydom),V 0.11,2019-09-17 15:31:40,2019-09-05 11:08:18
19001970,Auswertung von Fensterkontakten (V. 1.0),Alarmierung,Markus Musholt (Schmu),V 1.0,2019-09-17 13:15:19,2019-09-17 12:48:30
19001960,Hysterese,Math. Funktionen,Friedrich Keller (muhaa),V 0.1,2019-09-06 21:53:33,2019-09-06 10:16:29
19001351,Luxtronik 2 - Parameter,Heizung-Lueftung-Klima,Pascal Morach (pamo),V 2.7,2019-09-01 13:42:33,2017-11-06 23:01:16
19001350,Luxtronik 2 - Betriebsdaten,Heizung-Lueftung-Klima,Pascal Morach (pamo),V 2.4,2019-09-01 13:34:07,2017-11-06 23:00:00
19001561,Chromecast Audio Control v2.x,Audio,Markus Richter (MKHR),V 2.0.0,2019-08-18 22:57:19,2019-08-18 22:57:19
19001560,Chromecast Audio Control v1.x,Audio,Markus Richter (MKHR),V 1.1.0,2019-08-18 22:48:10,2018-04-28 23:59:44
19001429,Baustein um eigene Eingabemasken zu realisieren,Weitere Bausteine,Winfried Winkler (Winni),V 0.1,2019-08-11 19:36:03,2019-08-11 19:36:03
19001010,Telenot Complex 400 -Bereiche schalten,Datenaustausch,Benjamin Bretz (benji),V 1.1,2019-08-11 19:26:34,2017-02-08 21:06:37
19001009,Telenot Complex 400 - Meldebereich sperren,Datenaustausch,Benjamin Bretz (benji),V 1.1,2019-08-11 18:59:08,2017-02-10 15:37:54
19001002,Telenot Complex 400 - Ausgänge Master/Comslave,Datenaustausch,Benjamin Bretz (benji),V 1.1,2019-08-11 17:17:32,2017-02-10 15:18:06
19000340,Erinnerungen in Datenbank schreiben,Zeit-Funktionen,Winfried Winkler (Winni),V 0.3,2019-08-10 22:14:27,2016-08-18 20:15:28
19001425,Trigger aus Archiv/DVR-Bildablage,Video,Winfried Winkler (Winni),V 0.2,2019-08-10 15:07:24,2019-04-29 00:13:23
19001422,Füllen Kamera-Archiv aus DVR,Video,Winfried Winkler (Winni),V 0.7,2019-08-10 15:03:14,2019-01-11 17:41:42
19000348,Archiv - von Datei laden / Wert zu beliebigem Zeitpunkt einfügen,Datenaustausch,Winfried Winkler (Winni),V 0.4,2019-08-10 14:53:14,2016-07-29 00:00:00
19001951,Yamaha Musiccast Client,Audio,Dominik Simon (Dosim),V .01,2019-08-05 11:57:39,2019-08-05 11:24:10
19001950,Yamaha Musiccast Bridge,Audio,Dominik Simon (Dosim),V 0.1,2019-08-05 11:57:10,2019-08-05 11:21:43
19000213,Kostal Wechselrichter,Ohne,Frank Endt (basaltnischl),V 1.1,2019-08-02 14:39:24,2016-03-15 00:00:00
19001777,myAudi,Webservice,Michael Werski (wintermute),V 0.0,2019-07-31 18:40:57,2019-07-27 15:11:43
19001673,Speichert max. 16 Werte und gibt diese beim Systemstart aus,Weitere Bausteine,Otterstätter (Panzaeron),V 0.1,2019-07-26 09:34:02,2019-02-12 19:28:10
19001924,Alarmschärfer,Datenaustausch,Nima Ghassemi (sipiyou),V 1.0,2019-07-17 21:49:16,2019-07-10 22:39:47
19001923,Nachtabsenkung Taster,Weitere Bausteine,Nima Ghassemi (sipiyou),V 1.0,2019-07-17 21:12:57,2019-06-15 10:52:34
19000099,Grünbeck Softliq SC18,Heizung-Lueftung-Klima,Armin Bock (Wagoklemme),V 0.3,2019-07-16 20:28:53,2019-04-06 20:04:43
19001940,Windhager Datenabfage DIGEST,Kommunikation,Kulig Peter (pkuli6kg),V 0.1,2019-07-02 14:40:07,2019-07-02 14:39:26
19001153,Eingangsauswahlschalter,Auswahlschalter,Thorsten Hörmann (Thorsten1970),V 0.1,2019-06-29 15:47:39,2019-06-29 15:47:16
19001830,Triggerbaustein für Softliq SC18,Heizung-Lueftung-Klima,Armin Bock (Wagoklemme),V 0.2,2019-06-28 17:13:22,2019-04-06 20:09:08
19001722,"Zähler Monoton	(remanent, advanced)",Zähler,Joe (givemeone),V 0.2,2019-06-13 12:28:58,2019-06-13 10:22:40
19001870,Rollosteuerung Sonne/Lux/Temp abhängig,Jalousie-Rolladen-Trennwand,Tobi M. (blaky),V 0.61,2019-06-11 10:35:58,2019-05-11 14:34:12
19001890,UND-Gatter 2-fach nur E1 Trigger,Gatter,Timm Fuchs (Ti4KNX),V 0.1,2019-06-04 22:14:27,2019-06-04 22:10:42
19001423,Erzeugt GIF-Datei aus mehreren Einzelbildern,Video,Winfried Winkler (Winni),V 0.4,2019-05-21 22:39:49,2019-01-16 17:08:53
19000464,VIVOTEK Kamera-Steuerung,HS-Webabfragen,Winfried Winkler (Winni),V 0.2,2019-05-21 22:38:43,2018-01-04 21:28:54
19001872,Addition von bis zu 20 Werten,Math. Grundfunktionen,Tobi M. (blaky),V 1.0,2019-05-13 16:29:36,2019-05-13 12:54:11
19001034,InfluxDB Batch Writer,Datenaustausch,Michael Pattison (gulp2k),V 0.2,2019-05-11 21:39:28,2017-03-25 20:51:59
19000123,Steuerung von VLC,Audio,Otterstätter (Panzaeron),V 1.14,2019-05-09 02:12:46,2016-12-07 21:58:13
19001860,Landroid Bridge Anbindung per HTTP,Datenaustausch,Weber Wilhelm (WWebber),V 0.2,2019-05-06 23:23:19,2019-05-05 21:54:17
19001862,Helper für 19001860_lbs,Datenaustausch,Weber Wilhelm (WWebber),V 0.1,2019-05-06 23:23:00,2019-05-05 21:55:28
19001861,Helper für 19001860_lbs,Datenaustausch,Weber Wilhelm (WWebber),V 0.1,2019-05-06 23:22:55,2019-05-05 21:55:05
19001032,Waterkotte EcoTouch Reader,Heizung-Lueftung-Klima,Michael Pattison (gulp2k),V 0.2,2019-04-25 22:23:59,2017-03-12 14:35:23
19001580,ModBus Read SMA,Modbus,Carsten Milzarek (saegefisch),V 0.7,2019-04-22 20:57:08,2018-05-03 15:01:26
19001850,Remanente Zählerstatistik,Zähler,Maximilian Haase (MaxH),V 1.0,2019-04-22 16:47:21,2019-04-22 16:47:13
19001820,BSB-LAN Gateway JSON Abfrage,Datenaustausch,Lutz Borgerding (Luis321),V 1.0,2019-04-15 19:39:11,2019-03-29 12:19:04
19000938,DWD x Weather Icons Mapping,Wetter,Stefan Ladisch (MrIcemanLE),V 0.1,2019-04-09 13:45:43,2019-04-09 13:45:43
19000898,Tageslicht / Farbtemperatur Berechnung (tunable-white),DALI und Lichtsteuerung,Waleri (juliawf),V 0.3,2019-03-22 08:10:37,2019-03-21 21:17:23
19001260,Buderus Gateway Logamatic web KM200 / KM100 / KM50 (EMS plus),Heizung-Lueftung-Klima,Bewersdorff Mike (Glotzkowski),V 1.0,2019-03-17 22:02:45,2017-09-08 21:10:10
19001721,Filtert leere Strings,Textfunktionen,Joe (givemeone),V 0.1,2019-03-12 09:11:19,2019-03-12 09:10:50
19000153,Zeitformatierung/Addition,Zeit-Funktionen,Michael Werski (wintermute),V 0.9,2019-03-11 20:51:29,2016-12-19 23:23:42
19000713,Aendern die Gross-Kleinschreibung eines Strings,Textfunktionen,Matthias Quernheim (maque),V 1.0,2019-03-01 20:31:12,2016-12-10 00:00:00
19000200,Squeeze Server,Audio,Michael Werski (wintermute),V 0.9,2019-02-27 23:32:11,2016-10-21 01:00:58
19000823,Russound Quellen JSON Decoder zu Baustein 19000718,Home Entertainment,Matthias Quernheim (maque),V 1.0.1,2019-02-23 16:14:23,2019-01-01 20:14:02
19000822,Russound Zones JSON Decoder zu Baustein 1900718,Home Entertainment,Matthias Quernheim (maque),V 1.0.1,2019-02-23 16:13:33,2019-01-01 20:13:57
19000226,Szenen Lampe,DALI und Lichtsteuerung,Esders Bernhard (bernsen),V 2,2019-02-04 17:47:48,2018-01-19 17:29:57
19000486,ArtNet-DMX-Controller,DALI und Lichtsteuerung,S. Tim (Crimson),V 0.91,2019-02-04 10:13:49,2017-07-07 14:04:36
19001660,Luftdruck  abs. -> rel.,Wetter,Andreas Karrer (ak68),V 0.2,2019-02-03 08:28:14,2018-07-30 14:31:53
19001662,Verdunstung/ pET (modifiziert nach Penman),Wetter,Andreas Karrer (ak68),V 0.1,2019-02-03 08:24:44,2019-02-03 08:24:44
19000489,RGB -> HS(V) und V,Wandler,S. Tim (Crimson),V 0.9,2019-02-01 12:19:13,2017-07-07 14:07:48
19000488,Partielle Änderungen an RGB-Wert aktualisieren,DALI und Lichtsteuerung,S. Tim (Crimson),V 0.9,2019-02-01 12:18:41,2017-07-07 14:07:19
19000487,DMX-Channel,DALI und Lichtsteuerung,S. Tim (Crimson),V 0.9,2019-02-01 12:17:56,2017-07-07 14:06:17
19000363,Hex2String,Wandler,Michael Werski (wintermute),V 0.1,2019-01-29 10:38:43,2019-01-29 10:38:43
19001780,Berechnet die gefühlte Temperatur,Wetter,Vonrhein Andreas (andyKamikaze),V 0.1.0,2019-01-18 18:44:25,2019-01-18 18:42:47
19001760,Schnittstelle RESOL SD-Karte,Datenaustausch,Millo (millo),V 1.0,2019-01-10 20:10:00,2019-01-10 19:30:09
19000683,Pushover,Alarmierung,Tobias Renneke (asto),V 0.4,2019-01-10 19:36:20,2016-11-23 21:10:21
19000103,XBMC/KODI Script Status,Weitere Bausteine,Michael Werski (wintermute),V 0.2,2019-01-02 18:10:12,2016-02-16 00:00:00
19000321,"wetter.com Abfrage, 1 Tag",Wetter,Michael Werski (wintermute),V 0.4,2019-01-02 17:54:22,2016-04-18 00:00:00
19001151,2_Bit_abhängige_Wertausgabe_mit_Priowert,Auswahlschalter,Thorsten Hörmann (Thorsten1970),V 0.2,2019-01-01 19:55:31,2019-01-01 19:46:20
19001152,Hysterese Zähler,Zähler,Thorsten Hörmann (Thorsten1970),V 0.1,2019-01-01 19:36:50,2019-01-01 19:36:50
19001605,Weltzeituhr,Zeit-Funktionen,Staud Marco (mars),V 0.1,2019-01-01 19:22:44,2019-01-01 17:18:56
19000314,LINKSYS Kamerasteuerung,HS-Webabfragen,Winfried Winkler (Winni),V 0.1beta,2019-01-01 15:31:14,2016-04-12 00:00:00
19000313,Kamerasteuerung Mobotix (S25),HS-Webabfragen,Winfried Winkler (Winni),V 0.1,2019-01-01 15:29:41,2016-04-10 00:00:00
19000312,Kamerasteuerung PT FOSCAM FI8918W,HS-Webabfragen,Winfried Winkler (Winni),V 0.1,2019-01-01 15:29:01,2016-04-11 00:00:00
19000279,Yamaha-Receiver Befehle,HS-Webabfragen,Winfried Winkler (Winni),V 0.2,2019-01-01 15:27:58,2016-04-04 00:00:00
19000277,Yamaha-Receiver Feedback Auswertung,HS-Webabfragen,Winfried Winkler (Winni),V 0.2,2019-01-01 15:26:38,2016-04-04 00:00:00
19000068,Zeitvergleich im Fenster,Zeit-Funktionen,Hartmut  (Hartmut),V 0.31,2019-01-01 15:20:49,2016-12-12 15:48:05
19000015,Wetterstation Elsner P03/3-RS485,Heizung-Lueftung-Klima,Christian Maurer (ferengi),V 0.1,2019-01-01 15:19:14,2016-03-05 00:00:00
19000867,Heizungsbetriebsart HVAC,Heizung-Lueftung-Klima,Maximilian Haase (MaxH),V 1.0,2018-12-30 17:38:49,2017-10-27 15:31:26
19001011,Telenot Complex 400 - Ausgänge Master/Comslave,Datenaustausch,Benjamin Bretz (benji),V 1.0,2018-12-29 20:17:54,2017-02-08 21:06:56
19001008,Telenot Complex 400 - Comlock 410,Datenaustausch,Benjamin Bretz (benji),V 1.0,2018-12-29 20:16:59,2017-02-10 15:35:01
19001007,Telenot Complex 400 - Status Bedienteile,Datenaustausch,Benjamin Bretz (benji),V 1.0,2018-12-29 20:16:46,2017-02-10 15:33:22
19001006,Telenot Complex 400 - Ausgänge ComlockEingänge Melderbus,Datenaustausch,Benjamin Bretz (benji),V 1.0,2018-12-29 20:16:27,2017-02-10 15:30:41
19001004,Telenot Complex 400 - MB Status,Datenaustausch,Benjamin Bretz (benji),V 1.0,2018-12-29 20:15:59,2017-02-10 15:25:37
19001003,Telenot Complex 400 - Zustand Bereiche,Datenaustausch,Benjamin Bretz (benji),V 1.0,2018-12-29 20:15:38,2017-02-10 15:23:37
19001001,Telenot Complex 400 - Ausgänge Comlock,Datenaustausch,Benjamin Bretz (benji),V 1.0,2018-12-29 20:14:56,2017-02-10 15:16:29
19001000,Telenot Complex400 - Connector,Datenaustausch,Benjamin Bretz (benji),V 1.11,2018-12-29 20:14:00,2017-02-12 10:59:40
19001740,Mobotix Last Entry,Türkommunikationusatzbausteine,David Stenger (stinch),V 0.1,2018-12-21 13:30:44,2018-12-21 13:30:44
19000071,Home-Connect-Geschirrspüler,Kommunikation,Dariusz Salzer (coliflower),V 0.3.02,2018-12-16 15:08:46,2017-09-10 14:45:02
19000168,Auswerten und KO write/read (Fernzugriff),Weitere Bausteine,Benjamin Bretz (benji),V 0.2,2018-10-23 22:28:35,2018-10-22 16:40:10
19000721,NibeUplink API: Request,Weitere Bausteine,Sebastian Kuhn (DerSeppel),V 1.4.4,2018-10-23 14:20:11,2017-01-24 11:15:00
19000519,Radio-Button Selektion,Gatter,Winfried Winkler (Winni),V 0.2,2018-10-16 08:04:48,2018-05-01 20:05:31
19001682,Pusher Event Sender,Kommunikation,Prenner Christian (trax),V 1.0,2018-10-03 22:11:00,2018-10-03 22:11:00
19001490,Monoprice 10761 RS-232C,Audio,Ben (stonie2oo4),V 0.2,2018-10-03 18:47:53,2018-03-02 07:16:55
19001494,Pioneer-TV RS232C,Home Entertainment,Ben (stonie2oo4),V 0.2,2018-10-03 18:45:36,2018-03-03 16:48:03
19000944,für DMX Angepasste Version des String verbinden LBS 18000001,Textfunktionen,Manuel Helmbrecht (CrashnB),V 1.0,2018-09-28 08:01:43,2018-09-28 08:01:27
19001384,Garagentorsteuerung,Jalousie-Rolladen-Trennwand,Marco Wörz (leppenraub),V 1.0,2018-09-26 11:51:45,2017-12-20 08:08:06
19001184,UniFi WLAN-Control,Netzwerk,Thomas Willi (twi127),V 0.2,2018-09-04 19:36:49,2018-01-22 16:36:54
19001333,Rolladen- / Jalousie-Fahrtrichtung bestimmen,Jalousie-Rolladen-Trennwand,Blößl Dirk (s01iD),V 1.0,2018-08-23 11:40:41,2018-08-23 11:40:41
19000727,NibeUplink API: Write,Weitere Bausteine,Sebastian Kuhn (DerSeppel),V 1.0,2018-08-17 00:34:28,2018-08-17 00:23:43
19000315,Auswertung des Kamera-Archiv KOs,Datenaustausch,Winfried Winkler (Winni),V 0.3,2018-07-31 09:46:21,2016-04-13 00:00:00
19000709,Zisterne Füllstandsberechnung,Wetter,Yves Schumann (starwarsfan),V 1.0,2018-07-17 17:33:17,2018-07-17 17:33:17
19000169,Edomi-Backup transfer FTP,Datenaustausch,Benjamin Bretz (benji),V 0.3,2018-07-16 20:17:10,2017-06-08 10:38:07
19000573,STRPOS+: Ermittelt die Startposition eines Strings an E1 in E2,Textfunktionen,Frank Wartenberg (mywap),V 0.3,2018-07-04 23:53:57,2016-10-20 22:06:05
19001332,Percent (DPT5) to Mirek Temperature Converter v1.0,Math. Funktionen,Blößl Dirk (s01iD),V 1.0,2018-06-25 09:21:53,2018-06-25 09:21:53
19000165,Helios KWL easyControls ModbusTCP,Datenaustausch,Benjamin Bretz (benji),V 0.6,2018-06-22 06:34:38,2016-06-01 00:00:00
19000214,DarkSky Icon Font (v1.0),Textfunktionen,Frank Endt (basaltnischl),V 1.0,2018-06-20 15:25:40,2018-06-20 14:25:59
19001183,UniFi Guest Control per QR-Code URL,Netzwerk,Thomas Willi (twi127),V 0.2,2018-06-12 18:19:44,2018-01-22 16:34:03
19001610,Sonnenkraft Solarregler SKSC2 HE,Heizung-Lueftung-Klima,Christian (ChrisChros),V 0.3,2018-06-09 22:43:15,2018-05-22 20:12:47
19000324,WU Vorhersage 10 Tage,Wetter,Michael Werski (wintermute),V 0.4,2018-06-08 13:27:58,2016-08-25 12:26:24
19000323,WU einfache Vorhersage 10 Tage Tag/Nacht,Wetter,Michael Werski (wintermute),V 0.4,2018-06-08 13:27:11,2016-08-25 12:25:47
19000325,WU Vorhersage 10 Tage in Datenarchive,Wetter,Michael Werski (wintermute),V 0.4,2018-06-08 13:22:35,2016-08-25 12:27:06
19000322,WU Abfrage inkl. Denro ONE,Wetter,Michael Werski (wintermute),V 0.6,2018-06-08 13:17:45,2016-08-30 00:25:12
19000382,Werte Bandpass / Filter,Filter,Wolfgang Sinz (woda),V 1.0,2018-06-07 21:03:18,2018-06-07 21:01:28
19001612,Hargassner NanoPK Pelletskessel,Heizung-Lueftung-Klima,Christian (ChrisChros),V 0.1,2018-05-22 20:24:51,2018-05-22 20:24:51
19001611,Sonnenkraft Solarregler SKSC 1/2,Heizung-Lueftung-Klima,Christian (ChrisChros),V 0.3,2018-05-22 20:15:48,2018-05-22 20:15:48
19000691,"""transponiert"" Spalten  in Zeilen zur Ausgabe an das Visu-Elemet Liste/Tabelle",Listeneingang + Listenausgang,Staud Marco (mars),V 0.3,2018-05-21 17:15:29,2016-11-17 00:00:00
19000110,Werte aus dem SMA Sunnyportal lesen | ALPHA,Datenaustausch,Carsten Milzarek (saegefisch),V 1.4  (EOL),2018-05-08 00:42:24,2016-04-17 00:00:00
19000362,Zufällige Telegrammverzögerung,Verzögerung,Michael Werski (wintermute),V 0.2,2018-05-07 14:00:25,2017-04-05 17:50:15
19001421,Oilfox ChartData für Archiv aufbereiten,Datenaustausch,Winfried Winkler (Winni),V 0.1,2018-05-07 12:33:14,2018-04-30 01:02:09
19000954,Philips JointSpace V6,HS-Webabfragen,Winfried Winkler (Winni),V 0.1,2018-05-01 19:53:53,2018-05-01 19:53:53
19001480,Wenn-Dann-Vergleich 10-Fach,Vergleicher,Sebastian (trollmar),V 0.2,2018-04-30 10:35:06,2018-02-04 21:43:54
19000098,E3DC Autarkie und Eigenverbrauch,Ohne,Armin Bock (Wagoklemme),V 0.1,2018-04-26 16:37:03,2018-04-25 18:36:38
